name,group,n_params,l2_abs,l2_rel,cos_sim,diff_mean,diff_std,diff_max
model.11.cv3.bn.running_var,neck,128,0.2233424186706543,0.16353529779488424,0.9905088543891907,0.015187978744506836,0.012660148553550243,0.0552978515625
model.11.m.0.cv1.conv.weight,neck,4096,0.5351811647415161,0.5319016592831319,0.9063485860824585,0.006158837117254734,0.0056571196764707565,0.0408782958984375
model.11.m.0.cv1.bn.weight,neck,64,0.04077952355146408,0.005067267980472809,0.9999877214431763,0.00417327880859375,0.0029501928947865963,0.01025390625
model.11.m.0.cv1.bn.bias,neck,64,0.11405650526285172,0.30594478478187076,0.9637594223022461,0.010617729276418686,0.009589817374944687,0.03912353515625
model.11.m.0.cv1.bn.running_mean,neck,64,0.1603323370218277,0.48679674369628617,0.930689811706543,0.016891062259674072,0.01087209116667509,0.04523658752441406
model.11.m.0.cv1.bn.running_var,neck,64,0.022223524749279022,0.17268311394982627,0.9886846542358398,0.0019475817680358887,0.001996537670493126,0.010833740234375
model.11.m.0.cv2.conv.weight,neck,36864,1.4818427562713623,0.7102108784899668,0.8162914514541626,0.005885222461074591,0.004993109963834286,0.04480934143066406
model.11.m.0.cv2.bn.weight,neck,64,0.06165698915719986,0.007616220454943438,0.9999720454216003,0.00601959228515625,0.004850973840802908,0.0205078125
model.11.m.0.cv2.bn.bias,neck,64,0.14943717420101166,0.47504166567041,0.9164229035377502,0.014782197773456573,0.011510252952575684,0.0573272705078125
model.11.m.0.cv2.bn.running_mean,neck,64,0.43185555934906006,0.3324869723426921,0.9431790709495544,0.0419236496090889,0.034275565296411514,0.1485595703125
model.11.m.0.cv2.bn.running_var,neck,64,0.33775007724761963,0.15885030012897894,0.9881055355072021,0.03281879425048828,0.026768390089273453,0.11279296875
model.11.m.1.cv1.conv.weight,neck,4096,0.8207908272743225,0.6199442587087032,0.8732715249061584,0.010224176570773125,0.007743243593722582,0.05938720703125
model.11.m.1.cv1.bn.weight,neck,64,0.0627075582742691,0.0076949869760038455,0.9999798536300659,0.00675201416015625,0.004012870602309704,0.0205078125
model.11.m.1.cv1.bn.bias,neck,64,0.09686610847711563,0.5736376691650501,0.8534082770347595,0.010270003229379654,0.006464521400630474,0.02994537353515625
model.11.m.1.cv1.bn.running_mean,neck,64,0.3001841902732849,0.35983165932397393,0.9525225162506104,0.02935802936553955,0.023553159087896347,0.09423828125
model.11.m.1.cv1.bn.running_var,neck,64,0.05915246158838272,0.27766687622767183,0.9850360155105591,0.005499482154846191,0.0049815187230706215,0.023468017578125
model.11.m.1.cv2.conv.weight,neck,36864,1.8760912418365479,0.8913017820374755,0.7262087464332581,0.007673170883208513,0.006049940828233957,0.04551982879638672
model.11.m.1.cv2.bn.weight,neck,64,0.06974905729293823,0.00841243877627679,0.9999739527702332,0.00702667236328125,0.005202238913625479,0.0263671875
model.11.m.1.cv2.bn.bias,neck,64,0.10305057466030121,0.4994143319236246,0.9013807773590088,0.010209182277321815,0.00791709590703249,0.03314208984375
model.11.m.1.cv2.bn.running_mean,neck,64,0.37930750846862793,0.3920608546233596,0.932587206363678,0.03934137523174286,0.02667219750583172,0.1333160400390625
model.11.m.1.cv2.bn.running_var,neck,64,0.20020456612110138,0.1884626103561014,0.985870897769928,0.018228530883789062,0.017281970009207726,0.103759765625
model.11.m.2.cv1.conv.weight,neck,4096,0.859899640083313,0.6332082634761305,0.8699155449867249,0.010609335266053677,0.008245171047747135,0.0612335205078125
model.11.m.2.cv1.bn.weight,neck,64,0.07246166467666626,0.0088631378502201,0.9999741911888123,0.00753021240234375,0.005073476117104292,0.02392578125
model.11.m.2.cv1.bn.bias,neck,64,0.09481838345527649,0.4244722509380466,0.9561886787414551,0.009793587028980255,0.006728296633809805,0.0348052978515625
model.11.m.2.cv1.bn.running_mean,neck,64,0.4234529137611389,0.2865462405420221,0.967376708984375,0.04425638169050217,0.029266223311424255,0.1134033203125
